tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn
51,2019-09-18,52,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.71,6008.88,88.2,26,4,5,1,117.82,Veteran,63.3,No
4,2023-08-06,22,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,62.24,247.64,71.1,25,4,3,1,61.91,New,39.3,No
43,2020-05-30,51,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.11,4131.72,80.1,21,5,8,0,96.09,Loyal,62.9,Yes
10,2023-02-03,155,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.08,1122.11,85.0,21,3,4,0,112.21,New,50.7,No
26,2021-10-17,151,Male,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.29,605.5,76.4,15,0,2,1,23.29,Loyal,55.6,No
7,2023-05-20,29,Male,0,Yes,No,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,86.43,595.61,66.5,13,3,2,1,85.09,New,47.7,Yes
49,2019-11-10,240,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,71.64,3513.72,77.9,15,1,4,0,71.71,Veteran,65.4,No
68,2018-04-09,176,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,97.16,6611.36,80.7,12,2,4,1,97.23,Veteran,66.5,No
8,2023-04-18,142,Male,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,107.07,856.94,60.0,14,5,4,1,107.12,New,34.4,Yes
68,2018-04-30,88,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),93.61,6367.57,113.9,22,6,6,0,93.64,Veteran,67.1,No
13,2022-11-02,139,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,99.93,1296.19,63.9,6,5,4,1,99.71,Regular,38.8,Yes
34,2021-03-02,59,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,93.52,3177.38,66.1,13,3,3,0,93.45,Loyal,52.2,No
46,2020-02-04,326,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,56.65,2602.73,121.3,21,0,3,0,56.58,Loyal,87.9,No
7,2023-05-19,187,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,114.03,802.56,73.1,22,3,4,2,114.65,New,40.6,Yes
24,2021-12-16,316,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.68,1507.07,62.4,18,1,3,0,62.79,Regular,61.9,No
2,2023-10-10,29,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,94.62,187.87,41.5,16,5,5,3,93.94,New,30.4,Yes
46,2020-02-02,173,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),107.31,4945.95,79.9,20,5,6,0,107.52,Loyal,56.1,No
21,2022-03-28,145,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.3,1705.83,57.0,17,3,3,0,81.23,Regular,41.8,Yes
63,2018-09-07,262,Male,1,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,73.47,4632.92,51.3,12,3,4,0,73.54,Veteran,50.0,No
10,2023-02-11,140,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),81.75,818.24,79.9,20,4,5,0,81.82,New,46.4,No
66,2018-06-20,165,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.86,1376.81,111.6,20,1,3,0,20.86,Veteran,81.5,No
5,2023-07-20,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,100.05,58.2,18,3,5,0,20.01,New,40.9,No
38,2020-10-08,220,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.0,796.35,37.3,22,3,2,0,20.96,Loyal,49.4,No
12,2022-12-27,19,Male,1,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.59,799.15,68.9,19,1,5,0,66.6,New,53.0,No
7,2023-05-17,100,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,76.78,535.83,86.3,22,2,3,0,76.55,New,57.3,No
3,2023-09-10,16,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,92.36,279.99,52.1,19,3,3,0,93.33,New,45.0,No
42,2020-06-15,181,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,106.06,4465.77,56.5,15,4,11,0,106.33,Loyal,38.5,Yes
9,2023-03-20,252,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,181.71,54.7,18,1,0,0,20.19,New,49.1,No
35,2021-01-15,234,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,91.4,3191.24,65.6,15,5,6,2,91.18,Loyal,41.3,Yes
71,2018-01-15,121,Female,1,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,66.93,4747.8,80.2,26,0,1,0,66.87,Veteran,88.5,No
13,2022-11-07,161,Female,0,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),93.52,1212.4,63.3,23,4,6,1,93.26,Regular,37.9,Yes
1,2023-11-07,6,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.53,98.79,44.0,17,3,3,1,98.79,New,42.9,Yes
5,2023-07-05,21,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.6,176.5,74.5,18,4,4,0,35.3,New,48.8,Yes
4,2023-08-30,21,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.44,110.8,83.4,22,4,3,1,27.7,New,52.8,No
25,2021-11-21,97,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.81,1616.59,45.3,14,0,2,1,64.66,Loyal,58.3,No
50,2019-10-05,194,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,78.96,3944.29,89.3,21,1,4,0,78.89,Veteran,73.2,No
11,2023-01-12,4,Male,0,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.62,892.47,55.0,17,5,5,0,81.13,New,40.0,No
5,2023-07-21,26,Female,0,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.11,314.33,63.4,14,3,6,0,62.87,New,46.1,No
41,2020-07-13,333,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,80.41,3290.9,78.3,24,3,2,1,80.27,Loyal,66.2,No
11,2023-01-18,139,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,77.2,851.71,56.2,14,4,4,1,77.43,New,39.6,Yes
35,2021-01-04,131,Female,1,No,No,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,78.64,2751.72,75.9,15,2,3,1,78.62,Loyal,57.0,No
67,2018-05-16,164,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,63.47,4251.21,49.5,17,1,0,0,63.45,Veteran,72.4,No
11,2023-01-18,92,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.42,891.28,90.7,16,3,4,1,81.03,New,51.9,No
30,2021-06-13,80,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,45.71,1369.66,56.1,14,0,0,1,45.66,Loyal,60.3,No
55,2019-05-27,173,Male,1,Yes,No,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,79.66,4383.87,100.3,22,1,4,1,79.71,Veteran,72.9,No
45,2020-03-09,241,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.1,3147.62,100.2,13,3,2,2,69.95,Loyal,64.8,No
51,2019-09-25,91,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.15,3987.83,90.6,19,3,4,0,78.19,Veteran,69.0,No
52,2019-09-01,77,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.0,1039.67,76.4,20,1,2,0,19.99,Veteran,77.2,No
32,2021-04-30,267,Male,0,Yes,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.35,2487.65,82.3,15,2,3,0,77.74,Loyal,58.1,Yes
32,2021-04-30,182,Male,0,No,No,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,75.71,2422.93,99.5,27,4,5,0,75.72,Loyal,61.7,No
48,2019-12-28,111,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.41,3769.46,89.3,23,0,3,0,78.53,Loyal,74.3,No
46,2020-02-29,309,Female,0,No,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.75,2612.08,71.9,21,1,0,0,56.78,Loyal,69.6,No
44,2020-04-22,361,Male,0,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,56.45,2485.25,58.0,13,1,1,1,56.48,Loyal,57.8,No
18,2022-06-04,309,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,88.55,1589.88,73.1,16,4,4,0,88.33,Regular,51.9,Yes
57,2019-03-29,100,Female,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.26,3380.58,41.8,17,0,4,1,59.31,Veteran,58.8,No
9,2023-03-13,356,Female,0,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,49.31,446.38,86.8,17,1,1,1,49.6,New,58.8,No
6,2023-06-06,132,Female,1,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.39,565.75,69.8,21,7,7,1,94.29,New,27.5,Yes
15,2022-09-07,28,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.27,483.43,70.5,27,4,5,0,32.23,Regular,47.4,No
10,2023-02-20,196,Female,0,No,No,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),87.24,868.73,61.9,17,3,3,0,86.87,New,46.4,No
43,2020-05-31,348,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.34,3626.69,19.5,17,3,2,1,84.34,Loyal,47.3,No
9,2023-03-22,1,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,178.82,64.0,16,1,3,1,19.87,New,58.4,No
42,2020-06-13,2,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,97.19,4078.52,57.3,16,4,5,1,97.11,Loyal,48.1,Yes
30,2021-06-09,1,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),92.45,2776.87,44.2,18,2,3,0,92.56,Loyal,55.4,No
6,2023-06-28,306,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.51,122.53,59.2,14,0,0,0,20.42,New,53.2,No
10,2023-02-21,85,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,73.97,737.46,27.6,9,4,6,0,73.75,New,30.3,No
31,2021-05-14,180,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),75.44,2338.17,69.0,10,3,4,2,75.42,Loyal,54.8,No
49,2019-11-10,29,Male,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,980.66,67.9,19,2,2,1,20.01,Veteran,61.9,No
20,2022-04-23,344,Male,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,400.09,54.0,14,2,4,0,20.0,Regular,46.8,No
9,2023-03-09,277,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,109.46,981.54,56.0,13,3,5,1,109.06,New,36.8,Yes
11,2023-01-07,207,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.54,236.98,50.9,13,1,4,1,21.54,New,47.3,No
3,2023-09-21,22,Male,1,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,84.88,265.99,62.9,20,6,6,0,88.66,New,37.3,Yes
0,2023-12-15,27,Male,1,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,60.13,0.0,50.6,10,3,4,0,60.13,New,38.4,No
70,2018-02-16,150,Female,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,74.82,5234.12,118.7,19,6,6,1,74.77,Veteran,67.5,No
3,2023-09-11,2,Female,0,Yes,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),51.87,157.09,73.3,19,1,4,0,52.36,New,48.6,No
4,2023-08-23,27,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,71.64,291.74,57.3,7,6,5,0,72.94,New,26.8,Yes
61,2018-11-22,111,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.77,1754.16,67.4,20,2,3,0,28.76,Veteran,69.1,No
43,2020-05-20,223,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),110.38,4741.83,58.8,11,3,3,0,110.28,Loyal,49.7,No
23,2022-01-24,341,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,72.42,1669.28,56.1,21,2,4,2,72.58,Regular,54.9,No
42,2020-06-14,34,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.31,855.32,66.1,10,0,2,2,20.36,Loyal,62.9,No
67,2018-05-04,363,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.82,1395.29,97.5,17,0,3,1,20.83,Veteran,81.4,No
3,2023-09-21,11,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,86.52,251.71,81.0,18,4,4,0,83.9,New,44.6,No
9,2023-03-08,32,Male,1,No,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.71,484.66,71.3,15,0,2,0,53.85,New,60.8,No
60,2018-12-18,350,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,97.53,5841.67,102.9,18,3,3,1,97.36,Veteran,73.8,Yes
53,2019-07-28,208,Male,1,No,No,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,86.03,4559.32,92.2,20,3,4,1,86.02,Veteran,61.6,No
72,2017-12-17,75,Male,1,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,73.32,5282.05,84.3,18,0,2,0,73.36,Veteran,88.0,No
12,2022-12-17,66,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.23,988.54,63.2,17,4,7,0,82.38,New,46.0,No
67,2018-06-01,30,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,67.72,4530.82,50.0,17,4,6,0,67.62,Veteran,54.4,No
15,2022-09-17,193,Female,1,Yes,No,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,64.06,960.73,93.1,22,2,2,0,64.05,Regular,67.5,No
47,2020-01-27,102,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.42,4478.18,88.6,18,3,2,2,95.28,Loyal,58.0,No
62,2018-10-08,115,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.93,3095.18,91.9,31,1,0,0,49.92,Veteran,82.2,No
6,2023-06-16,199,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),101.53,605.3,27.9,17,3,4,0,100.88,New,38.0,No
8,2023-04-23,349,Female,0,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),51.43,408.54,66.3,13,1,1,1,51.07,New,58.0,No
36,2020-12-31,316,Female,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.2,762.96,52.9,21,2,3,0,21.19,Loyal,62.4,No
59,2019-01-14,38,Female,1,Yes,No,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.69,4697.56,87.6,19,4,8,0,79.62,Veteran,53.1,Yes
3,2023-09-10,22,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),55.03,166.74,90.3,18,2,5,2,55.58,New,54.7,No
59,2019-01-19,80,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),86.4,5101.47,60.4,13,3,2,1,86.47,Veteran,57.7,No
15,2022-09-04,125,Female,1,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.4,652.64,81.3,20,3,4,0,43.51,Regular,53.5,Yes
21,2022-03-27,329,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,419.93,75.5,22,2,5,1,20.0,Regular,53.1,No
15,2022-09-09,125,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.06,436.7,94.4,20,1,0,1,29.11,Regular,67.6,No
65,2018-07-18,236,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),101.04,6557.59,98.4,22,5,5,0,100.89,Veteran,60.3,No
5,2023-07-23,17,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.2,388.51,19.7,16,4,4,0,77.7,New,30.7,Yes
35,2021-01-22,99,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,72.65,2545.52,57.4,11,1,1,2,72.73,Loyal,54.6,No
5,2023-07-19,18,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.28,431.67,45.5,12,3,2,0,86.33,New,40.9,Yes
66,2018-06-29,296,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),110.12,7276.95,59.4,15,2,4,2,110.26,Veteran,67.0,No
55,2019-05-13,120,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.62,1464.99,73.3,18,0,4,0,26.64,Veteran,69.8,No
9,2023-03-21,244,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,88.22,798.52,40.5,21,2,2,0,88.72,New,53.4,Yes
11,2023-01-11,64,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,220.17,55.9,16,2,8,0,20.02,New,42.9,No
18,2022-06-17,335,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.16,1800.81,73.6,21,2,2,1,100.04,Regular,53.3,Yes
20,2022-04-03,45,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,113.63,2268.81,79.5,22,3,3,1,113.44,Regular,58.7,Yes
56,2019-04-30,251,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),120.0,6719.02,100.6,24,6,8,0,119.98,Veteran,59.3,No
34,2021-02-16,355,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,681.04,87.0,17,3,4,1,20.03,Loyal,56.8,Yes
22,2022-02-14,52,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,78.38,1723.88,75.1,16,2,3,1,78.36,Regular,55.7,No
48,2019-12-24,177,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,961.43,40.5,15,2,4,0,20.03,Loyal,55.8,No
25,2021-11-10,346,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),60.05,1501.97,43.3,10,4,4,1,60.08,Loyal,40.6,No
5,2023-07-22,11,Female,1,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),77.72,395.01,106.3,32,3,7,0,79.0,New,59.6,No
4,2023-08-10,29,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),116.07,465.7,72.1,22,6,5,2,116.42,New,31.5,No
14,2022-10-04,330,Female,0,No,No,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,88.05,1237.61,53.2,13,3,3,0,88.4,Regular,47.8,No
38,2020-10-06,48,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,53.26,2021.47,74.4,17,1,1,0,53.2,Loyal,68.1,No
5,2023-07-14,24,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,96.21,477.15,52.8,21,4,3,3,95.43,New,26.7,Yes
33,2021-03-11,272,Female,1,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.04,662.62,104.4,21,1,1,2,20.08,Loyal,73.1,No
10,2023-02-05,86,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.77,664.14,41.5,18,2,2,0,66.41,New,52.4,Yes
46,2020-02-01,75,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,96.89,4448.98,105.7,18,3,4,1,96.72,Loyal,61.1,No
1,2023-11-10,13,Female,0,No,No,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),88.64,85.36,64.1,18,5,5,2,85.36,New,33.0,Yes
26,2021-10-04,193,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,99.56,2587.0,41.6,15,4,6,0,99.5,Loyal,33.4,No
2,2023-10-04,13,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.28,142.52,62.2,8,5,6,0,71.26,New,29.0,Yes
14,2022-10-26,289,Male,0,No,No,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,85.56,1197.68,102.3,21,3,6,0,85.55,Regular,55.8,No
0,2023-12-16,29,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.94,0.0,49.3,9,3,4,1,89.94,New,36.0,Yes
26,2021-10-21,215,Female,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.28,891.81,83.2,23,4,6,0,34.3,Loyal,53.1,No
52,2019-08-04,118,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,1039.07,63.6,11,3,5,1,19.98,Veteran,61.3,No
3,2023-09-09,4,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,66.84,200.01,94.7,15,4,3,0,66.67,New,51.2,No
49,2019-11-05,156,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,90.16,4418.02,106.3,12,4,5,0,90.16,Veteran,66.7,No
36,2020-12-21,214,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,720.29,60.3,7,3,2,0,20.01,Loyal,47.9,No
29,2021-07-07,281,Female,0,No,No,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),60.55,1758.93,32.1,17,2,2,1,60.65,Loyal,43.9,No
37,2020-11-28,86,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,740.09,48.9,15,0,2,1,20.0,Loyal,56.5,No
