tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn,cluster,customer_segment,churn_prob,expected_remaining,CLV
67,2018-05-09,63,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,100.81,6753.14,63.2,23,4,4,1,100.79,Veteran,60.2,No,1,Veteran Champion,0.11864954,5,444.2446981877089
5,2023-07-26,5,Male,1,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.0,558.72,74.4,27,4,6,1,111.74,New,41.8,Yes,3,Loyal Mid-tier,0.9318023,67,516.3249926567078
72,2017-12-26,102,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,86.95,6263.73,90.5,24,4,5,0,87.0,Veteran,65.1,No,1,Veteran Champion,0.05787417,0,0.0
47,2020-01-15,13,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.85,5064.78,97.2,15,3,8,1,107.76,Loyal,58.5,No,1,Veteran Champion,0.35234404,25,1746.2423926591873
41,2020-07-10,184,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,120.0,4934.51,89.1,20,5,6,1,120.35,Loyal,54.6,No,1,Veteran Champion,0.20219956,31,2967.8175687789917
71,2018-01-24,32,Male,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),100.92,7173.53,96.9,21,5,5,1,101.04,Veteran,62.9,No,1,Veteran Champion,0.19648513,1,81.0907174730301
16,2022-08-28,340,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.63,521.09,69.5,17,1,1,2,32.57,Regular,56.3,Yes,0,Loyal Mid-tier,0.049193535,56,1737.3895897150041
14,2022-10-22,88,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,53.08,742.98,82.7,26,4,4,1,53.07,Regular,50.4,Yes,3,Loyal Mid-tier,0.43308112,58,1745.3390481948852
66,2018-06-18,61,Male,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.64,1823.43,75.6,19,2,3,0,27.63,Veteran,75.7,No,2,Veteran Champion,0.0042638835,6,165.1328784942627
5,2023-07-11,26,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.11,341.43,40.6,19,5,5,2,68.29,New,34.4,Yes,3,Loyal Mid-tier,0.9061973,67,428.05638377428056
7,2023-05-28,173,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.22,232.67,76.1,13,1,3,1,33.24,New,55.0,No,0,Loyal Mid-tier,0.11286054,65,1915.6001918911932
64,2018-08-10,245,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.86,3836.49,78.3,21,2,4,0,59.95,Veteran,72.8,No,2,Veteran Champion,0.008693667,8,474.7167633056641
62,2018-10-06,198,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),67.41,4181.22,101.7,22,2,1,0,67.44,Veteran,75.2,No,2,Veteran Champion,0.0013972777,10,673.1581123709677
62,2018-10-08,321,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.22,6155.27,107.6,21,4,5,0,99.28,Veteran,70.6,No,1,Veteran Champion,0.008898254,10,983.3711482048035
11,2023-01-19,0,Female,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),82.36,903.98,57.2,21,5,5,1,82.18,New,38.1,Yes,3,Loyal Mid-tier,0.78731763,61,1068.5077013540267
25,2021-11-28,60,Female,1,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,73.86,1846.61,83.1,21,2,4,0,73.86,Loyal,67.5,No,2,Veteran Champion,0.021447208,47,3396.967824497223
53,2019-07-07,269,Male,1,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,110.67,5866.12,35.3,17,4,4,1,110.68,Veteran,49.9,No,1,Veteran Champion,0.10442186,19,1883.159034898281
56,2019-04-08,165,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.0,5261.44,93.2,24,4,3,0,93.95,Veteran,69.3,No,1,Veteran Champion,0.1227984,16,1319.3112316131592
4,2023-08-16,5,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.07,318.76,45.9,17,2,2,0,79.69,New,45.6,Yes,0,Loyal Mid-tier,0.2576938,68,3991.202458400726
3,2023-09-06,24,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.71,255.61,41.9,18,4,4,0,85.2,New,30.2,Yes,3,Loyal Mid-tier,0.9048487,69,556.1584273731709
36,2020-12-06,293,Male,1,Yes,No,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),73.8,2654.13,89.5,17,0,3,1,73.73,Loyal,64.8,No,2,Veteran Champion,0.03708829,36,2558.2638710975643
38,2020-10-09,337,Female,1,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,73.21,2784.78,62.7,16,1,3,1,73.28,Loyal,58.6,No,2,Veteran Champion,0.08592954,34,2275.249412066936
34,2021-02-01,101,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,95.6,3250.92,90.8,25,2,3,2,95.62,Loyal,67.7,No,1,Veteran Champion,0.019037038,38,3563.6423563003536
6,2023-06-09,317,Male,1,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.0,719.15,22.5,17,3,4,0,119.86,New,29.8,Yes,3,Loyal Mid-tier,0.918419,66,646.1214923858643
4,2023-08-08,26,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),47.82,187.72,77.6,33,3,5,0,46.93,New,54.0,No,0,Loyal Mid-tier,0.31378368,68,2231.4108924865723
1,2023-11-22,3,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,19.59,54.8,18,2,1,0,19.59,New,44.5,No,0,Loyal Mid-tier,0.3106519,71,978.8743042945862
45,2020-03-27,217,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,90.74,4083.0,69.4,12,4,4,2,90.73,Loyal,44.0,No,1,Veteran Champion,0.23518978,27,1873.7697048354148
3,2023-09-03,2,Male,0,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),62.43,191.96,78.8,21,2,1,0,63.99,New,53.1,No,0,Loyal Mid-tier,0.13931014,69,3707.567968761921
44,2020-04-12,76,Male,1,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.0,879.89,83.6,30,0,2,1,20.0,Loyal,74.3,No,2,Veteran Champion,0.0027317035,28,558.4702587127686
40,2020-08-02,62,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.09,1365.23,75.3,11,0,8,0,34.13,Loyal,62.9,No,2,Veteran Champion,0.0038837017,32,1086.6433281326294
11,2023-01-18,292,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.95,343.06,46.0,19,2,3,0,31.19,New,44.4,No,0,Loyal Mid-tier,0.27451402,61,1369.681256905198
51,2019-09-13,131,Male,0,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.05,2856.83,91.5,15,3,4,0,56.02,Veteran,68.1,No,2,Veteran Champion,0.022673303,21,1150.3623818188905
56,2019-04-26,219,Male,0,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.89,4193.87,98.7,21,4,5,0,74.89,Veteran,72.6,No,1,Veteran Champion,0.022126043,16,1171.7277189922333
4,2023-08-30,29,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,73.52,292.96,89.4,17,3,2,0,73.24,New,59.9,No,0,Loyal Mid-tier,0.058488794,68,4706.953501720428
38,2020-10-19,90,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,96.03,3647.44,96.4,21,5,6,1,95.99,Loyal,64.1,No,1,Veteran Champion,0.056582224,34,3080.277944712639
0,2023-12-29,29,Male,1,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.29,0.0,84.9,19,4,5,0,86.29,New,51.0,Yes,3,Loyal Mid-tier,0.70515,72,1831.867617044449
70,2018-02-18,216,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.01,7981.45,65.0,13,7,7,0,114.02,Veteran,49.1,Yes,1,Veteran Champion,0.520712,2,109.28724565267564
0,2023-12-21,28,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.38,0.0,86.2,22,3,7,1,83.38,New,43.6,Yes,3,Loyal Mid-tier,0.7448649,72,1531.6679677677155
29,2021-07-18,68,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,75.94,2205.71,46.1,17,2,4,0,76.06,Loyal,49.7,No,0,Loyal Mid-tier,0.10842206,43,2911.3764990758896
7,2023-05-28,207,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,142.04,31.8,15,4,3,0,20.29,New,34.2,Yes,0,Loyal Mid-tier,0.7250495,65,357.43565559387207
36,2020-12-25,327,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,80.87,2909.44,75.9,11,2,2,0,80.82,Loyal,59.3,No,2,Veteran Champion,0.056109373,36,2747.9676724219325
2,2023-10-03,21,Male,1,No,Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.64,132.03,70.6,16,3,6,0,66.02,New,45.5,No,3,Loyal Mid-tier,0.707366,70,1365.0791313171387
32,2021-04-05,322,Male,1,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),101.63,3245.8,76.2,24,3,5,0,101.43,Loyal,57.1,No,1,Veteran Champion,0.5001409,40,2032.0271914482116
2,2023-10-28,25,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,39.41,79.37,80.4,27,1,3,0,39.68,New,56.8,No,0,Loyal Mid-tier,0.19843031,70,2211.2903320550918
21,2022-03-24,141,Male,0,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),70.81,1484.84,97.1,23,6,7,1,70.71,Regular,48.1,No,3,Loyal Mid-tier,0.32911244,51,2422.783060673475
51,2019-09-02,310,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.77,1823.42,47.6,16,2,2,0,35.75,Veteran,64.9,No,2,Veteran Champion,0.009625198,21,743.9398411774636
36,2020-12-25,174,Female,1,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.63,2146.69,60.7,14,2,6,0,59.63,Loyal,61.8,No,0,Loyal Mid-tier,0.016919965,36,2110.3582377004627
23,2022-01-11,302,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,106.77,2456.05,69.5,21,2,6,2,106.78,Regular,48.4,No,3,Loyal Mid-tier,0.48129013,49,2713.7501346373556
44,2020-04-11,25,Female,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.46,3544.19,77.4,18,2,3,1,80.55,Loyal,61.1,No,1,Veteran Champion,0.015494675,28,2217.9722906970974
68,2018-04-19,174,Female,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.37,1929.94,71.2,22,2,6,1,28.38,Veteran,62.8,No,2,Veteran Champion,0.0035252285,4,113.07995382308961
38,2020-10-29,208,Male,1,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.89,868.39,54.9,13,2,4,0,22.85,Loyal,53.8,No,0,Loyal Mid-tier,0.021672437,34,761.3932164537906
5,2023-07-14,21,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.74,562.59,33.3,16,7,6,0,112.52,New,27.1,Yes,3,Loyal Mid-tier,0.97217304,67,208.32879854559897
53,2019-07-09,272,Male,0,Yes,No,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),91.35,4844.46,55.1,16,2,1,0,91.4,Veteran,66.4,No,1,Veteran Champion,0.014850669,19,1709.8744240969418
37,2020-11-08,289,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,94.92,3514.4,73.8,20,4,4,1,94.98,Loyal,54.3,No,1,Veteran Champion,0.17184629,35,2751.292319941521
30,2021-06-07,153,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),100.81,3029.61,81.0,15,2,6,1,100.99,Loyal,59.2,No,1,Veteran Champion,0.1540167,42,3581.910071425438
13,2022-11-05,255,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.95,351.73,91.7,17,1,1,0,27.06,Regular,59.3,No,0,Loyal Mid-tier,0.016847529,59,1563.2615517407655
46,2020-02-27,29,Female,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,76.73,3526.17,79.7,18,2,4,0,76.66,Loyal,63.9,No,1,Veteran Champion,0.01860538,26,1957.862695968151
52,2019-08-24,95,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),66.5,3459.27,95.8,18,1,1,0,66.52,Veteran,69.3,No,2,Veteran Champion,0.0019197682,20,1327.4467372894287
30,2021-06-04,7,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.7,3057.08,87.5,17,3,4,0,101.9,Loyal,63.4,No,1,Veteran Champion,0.31864205,42,2910.3524748086934
18,2022-06-07,51,Female,1,No,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),75.9,1371.56,64.2,16,2,4,0,76.2,Regular,56.4,Yes,0,Loyal Mid-tier,0.046468068,54,3908.145931041241
21,2022-03-08,275,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.78,561.94,64.8,17,1,1,1,26.76,Regular,56.3,No,0,Loyal Mid-tier,0.032830376,51,1320.9409542632102
31,2021-06-01,361,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.61,3154.99,79.4,24,2,1,1,101.77,Loyal,70.1,No,2,Veteran Champion,0.08457629,41,3813.6642520791293
60,2018-12-23,315,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.78,1845.12,57.6,12,2,4,2,30.75,Veteran,59.0,No,2,Veteran Champion,0.017254425,12,362.98691031932833
56,2019-04-21,288,Female,0,No,No,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,98.32,5503.91,61.9,12,3,3,0,98.28,Veteran,51.7,No,1,Veteran Champion,0.081514135,16,1444.888507385254
27,2021-09-22,285,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.42,1897.46,69.7,15,2,1,0,70.28,Loyal,56.0,No,0,Loyal Mid-tier,0.17508753,45,2614.0651846826077
62,2018-10-12,116,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,76.03,4710.05,92.8,15,1,1,0,75.97,Veteran,77.2,No,2,Veteran Champion,0.00262435,10,758.3047196924686
29,2021-07-29,188,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,102.63,2977.74,74.3,15,5,6,1,102.68,Loyal,47.3,No,3,Loyal Mid-tier,0.51001734,43,2162.337597253919
51,2019-09-04,270,Female,1,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),81.66,4159.97,42.7,14,4,4,1,81.57,Veteran,46.1,No,1,Veteran Champion,0.08109595,21,1575.7918267679213
65,2018-07-08,153,Male,1,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,63.69,4136.27,114.4,18,0,4,0,63.63,Veteran,82.7,No,2,Veteran Champion,0.0030057475,7,444.48994958639145
61,2018-11-03,10,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.52,5825.57,62.0,15,2,2,0,95.5,Veteran,65.5,No,1,Veteran Champion,0.034199346,11,1014.7860515785218
70,2018-02-04,40,Female,1,Yes,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.99,5184.47,100.0,24,1,0,2,74.06,Veteran,81.1,No,2,Veteran Champion,0.010080766,2,146.48824991106986
11,2023-01-22,53,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.31,1097.99,81.1,16,3,4,1,99.82,New,47.9,Yes,3,Loyal Mid-tier,0.7485431,61,1523.3033680182696
56,2019-04-10,356,Male,1,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,59.99,3359.34,75.4,19,3,2,0,59.99,Veteran,66.4,No,2,Veteran Champion,0.0070953,16,953.0296690273285
49,2019-11-08,217,Male,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,50.51,2475.9,55.9,9,1,1,0,50.53,Veteran,63.0,No,2,Veteran Champion,0.0013520296,23,1160.159326916337
66,2018-06-09,142,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.25,6289.74,78.8,14,6,7,0,95.3,Veteran,51.8,No,1,Veteran Champion,0.3370319,6,378.886268645525
3,2023-09-05,15,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.35,66.64,71.1,26,3,7,0,22.21,New,41.2,No,3,Loyal Mid-tier,0.34767056,69,1005.9898534297944
58,2019-02-25,315,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),82.5,4784.27,96.9,15,3,4,1,82.49,Veteran,68.4,No,1,Veteran Champion,0.0165557,14,1135.8781358599663
72,2017-12-27,360,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.37,5994.81,97.4,20,3,3,1,83.26,Veteran,73.5,No,1,Veteran Champion,0.017764192,0,0.0
10,2023-02-06,4,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.84,722.69,92.0,19,1,2,0,72.27,New,59.0,No,0,Loyal Mid-tier,0.09764114,62,4019.178682899475
33,2021-03-14,19,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,59.28,1950.78,54.6,8,0,0,1,59.11,Loyal,60.8,No,0,Loyal Mid-tier,0.034387603,39,2232.418646392822
7,2023-05-16,43,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,139.98,61.6,13,2,3,1,20.0,New,45.1,No,0,Loyal Mid-tier,0.26062837,65,961.1831545829773
58,2019-02-05,309,Female,1,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),75.98,4404.85,69.0,16,2,3,0,75.95,Veteran,62.6,No,1,Veteran Champion,0.022025047,14,1040.2915151619911
68,2018-04-03,349,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.53,4599.25,40.2,24,4,5,2,67.64,Veteran,46.4,No,1,Veteran Champion,0.25248453,4,201.91887064933778
5,2023-07-17,26,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.76,148.08,50.6,13,2,2,1,29.62,New,42.2,No,0,Loyal Mid-tier,0.34069082,67,1314.6096979522706
2,2023-10-10,27,Male,0,Yes,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.78,42.65,46.4,15,4,7,1,21.32,New,27.4,Yes,3,Loyal Mid-tier,0.90102535,70,150.89674397706986
25,2021-11-18,331,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),88.5,2212.65,73.4,26,2,1,0,88.51,Loyal,59.2,No,0,Loyal Mid-tier,0.034911264,47,4014.2865520119667
67,2018-05-07,308,Female,0,No,No,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),115.66,7760.9,70.9,27,4,4,1,115.83,Veteran,64.7,No,1,Veteran Champion,0.034197703,5,558.5234769701957
2,2023-10-26,0,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.05,203.53,56.8,15,3,3,0,101.76,New,40.1,Yes,3,Loyal Mid-tier,0.71293193,70,2030.5759859383106
24,2021-12-18,12,Male,0,No,No,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,87.8,2113.57,43.2,15,1,5,0,88.07,Regular,47.5,No,3,Loyal Mid-tier,0.14305204,48,3611.5214761734005
36,2020-12-02,217,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,94.55,3402.78,66.3,14,4,4,2,94.52,Loyal,43.9,Yes,1,Veteran Champion,0.5328654,36,1590.0327341794966
40,2020-08-25,17,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,799.41,63.8,10,1,0,1,19.99,Loyal,60.6,No,0,Loyal Mid-tier,0.005419649,32,636.5314102172852
67,2018-05-29,25,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.63,7536.83,86.8,26,3,5,2,112.49,Veteran,63.3,No,1,Veteran Champion,0.2324478,5,432.2470197290182
51,2019-09-07,166,Male,1,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),91.93,4685.91,102.9,14,2,2,1,91.88,Veteran,74.3,No,2,Veteran Champion,0.028952304,21,1874.6367152220012
38,2020-10-03,140,Female,0,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,67.87,2578.11,91.7,19,1,1,0,67.84,Loyal,72.5,No,2,Veteran Champion,0.0054452475,34,2295.0146686315534
47,2020-01-03,17,Male,0,No,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,66.25,3114.73,104.9,15,2,2,0,66.27,Loyal,76.8,No,2,Veteran Champion,0.0045748674,25,1648.6728303134441
66,2018-06-13,100,Female,1,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,99.01,6543.37,100.3,19,2,4,2,99.14,Veteran,70.6,No,1,Veteran Champion,0.0056164428,6,590.723505692482
71,2018-01-14,117,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.47,5287.42,99.3,18,1,2,0,74.47,Veteran,79.5,No,2,Veteran Champion,0.018955052,1,73.05841728508473
67,2018-05-26,308,Female,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),71.84,4820.72,105.3,24,2,2,0,71.95,Veteran,83.6,No,2,Veteran Champion,0.005194809,5,357.33403387069706
20,2022-04-18,172,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.06,402.03,61.7,15,1,1,0,20.1,Regular,50.0,No,0,Loyal Mid-tier,0.09700023,52,941.9371083164214
3,2023-09-04,5,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.97,68.05,64.0,12,4,6,1,22.68,New,32.5,Yes,3,Loyal Mid-tier,0.79647267,69,322.576573280096
41,2020-07-08,125,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.62,4208.71,70.8,24,3,4,0,102.65,Loyal,60.0,No,1,Veteran Champion,0.23311244,31,2439.6379977679253
61,2018-11-17,275,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.06,1770.55,78.1,21,1,3,0,29.03,Veteran,73.7,No,2,Veteran Champion,0.0041714483,11,318.3265603458881
71,2018-01-13,229,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.78,5733.44,110.8,27,4,5,0,80.75,Veteran,75.5,No,1,Veteran Champion,0.006045768,1,80.2916236102581
11,2023-01-23,300,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,66.75,737.36,89.3,22,1,1,1,67.03,New,59.3,No,0,Loyal Mid-tier,0.14712697,61,3472.6857490092516
